,Category,Message,Emoji,Mathematical symbols,URL,shorthands,Dot,length,capitals,Num_Phone,Special characters,word_count,mis_spell
1706,ham,Yun ah.now Ã¼ wkg where?btw if Ã¼ go nus sc. Ã wana specialise in wad?,0,0,1,1,0,71,0,0,0,15,6
1707,ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,0,0,0,1,1,75,1,0,2,16,1
1708,ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,0,0,0,0,0,68,1,0,0,12,1
1709,ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0,0,0,0,0,144,0,0,0,31,1
1710,ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,0,0,0,4,2,59,1,0,0,14,1
1711,ham,"(No promises on when though, haven't even gotten dinner yet)",0,0,0,1,0,60,0,0,0,10,1
1712,ham,I got your back! Do you have any dislikes in bed?,0,0,0,0,0,49,1,0,1,11,1
1713,ham,o turns out i had stereo love on mi phone under the unknown album.,0,0,0,1,0,66,0,0,0,14,1
1714,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,0,1,0,2,0,145,4,1,1,23,1
1715,ham,Yeah I don't see why not,0,0,0,0,0,24,1,0,0,6,1
1716,ham,Asking do u knw them or nt? May be ur frnds or classmates?,0,0,0,3,0,58,0,0,0,13,1
1717,ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0,0,0,1,0,107,0,0,1,20,1
1718,spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,0,1,0,6,0,138,8,0,3,25,1
1719,ham,"As in missionary hook up, doggy hook up, standing...|",0,0,0,0,1,53,0,0,0,9,1
1720,ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,0,0,0,5,3,73,1,0,0,16,1
1721,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0,2,0,7,0,149,0,0,0,35,1
1722,ham,Am watching house â very entertaining â am getting the whole hugh laurie thing â even with the stick â indeed especially with the stick.,0,0,0,0,0,144,0,0,0,25,6
1723,ham,Thought praps you meant another one. Goodo! I'll look tomorrow,0,0,0,1,0,62,0,0,1,10,1
1724,ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur Ârents mayb interested in it, I hav 12,000pes, so around Â£48, tb, James.",0,0,0,9,0,159,1,0,1,32,6
1725,ham,There bold 2  &lt;#&gt; . Is that yours,0,0,0,1,0,39,0,0,3,9,1
1726,ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,0,0,0,0,0,67,1,0,3,15,1
1727,ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,0,0,0,7,0,127,25,0,3,26,1
1728,ham,I went to project centre,0,0,0,1,0,24,1,0,0,5,1
1729,ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,1,0,1,0,136,0,0,0,22,1
1730,ham,Lol yeah at this point I guess not,0,0,0,1,0,34,1,0,0,8,1
1731,ham,Doing project w frens lor.,0,0,0,1,0,26,0,0,0,5,1
1732,ham,Lol. Well quality aint bad at all so i aint complaining,0,0,0,4,0,55,0,0,0,11,1
1733,ham,"K, can that happen tonight?",0,0,0,1,0,27,1,0,0,5,1
1734,spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive Â£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",0,2,0,2,3,224,1,1,0,34,5
1735,ham,"I think we're going to finn's now, come",0,0,0,0,0,39,1,0,0,8,1
1736,ham,Why tired what special there you had,0,0,0,0,0,36,0,0,0,7,1
1737,ham,I will come tomorrow di,0,0,0,0,0,23,1,0,0,5,1
1738,ham,I cant pick the phone right now. Pls send a message,0,0,0,1,0,51,1,0,0,11,1
1739,ham,K go and sleep well. Take rest:-).,1,1,0,1,0,34,1,0,0,7,1
1740,ham,U guys never invite me anywhere :(,0,0,0,1,0,34,1,0,0,7,1
1741,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofÂ£2000 CASH 18+only. To opt out txt X to 07786200117,0,1,0,5,0,159,5,2,1,27,5
1742,ham,I can do that! I want to please you both inside and outside the bedroom...,0,0,0,0,1,74,2,0,1,15,1
1743,ham,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,0,1,0,7,3,142,26,0,1,26,1
1744,ham,I love to wine and dine my lady!,0,0,0,0,0,32,1,0,1,8,1
1745,spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,0,0,0,0,0,155,0,1,1,24,1
1746,ham,"IÂm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0,0,0,9,0,160,0,0,2,33,5
1747,ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,0,0,1,1,1,86,1,0,0,18,1
1748,ham,I think u have the wrong number.,0,0,0,1,0,32,1,0,0,7,1
1749,ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),1,0,0,2,3,166,1,0,2,29,1
1750,ham,DO NOT B LATE LOVE MUM,0,0,0,3,0,22,6,0,0,6,1
1751,ham,Got it..mail panren paru..,0,0,0,0,2,26,0,0,0,4,1
1752,ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,0,1,0,4,0,92,0,0,0,18,1
1753,ham,Give one miss from that number please,0,0,0,1,0,37,0,0,0,7,1
1754,ham,Jus came back fr lunch wif my sis only. U leh?,0,0,0,4,0,46,1,0,0,11,1
1755,ham,How is your schedule next week? I am out of town this weekend.,0,0,0,0,0,62,1,0,0,13,1
1756,ham,Really good:)dhanush rocks once again:),2,0,0,1,0,39,0,0,0,5,1
1757,ham,Lmao ok I wont be needing u to do my hair anymore.,0,0,0,3,0,50,1,0,0,12,1
1758,ham,"Miss ya, need ya, want ya, love ya.",0,0,0,3,0,35,0,0,0,8,1
1759,ham,Sorry i'm not free...,0,0,0,1,1,21,0,0,0,4,1
1760,ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0,0,0,4,0,107,0,0,0,26,1
1761,ham,Nt yet chikku..simple habba..hw abt u?,0,0,0,3,2,38,0,0,0,6,1
1762,ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",0,0,0,2,1,205,0,0,0,31,1
1763,ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,0,0,0,0,3,158,1,0,0,23,1
1764,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,0,0,0,0,67,1,0,0,13,1
1765,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,0,0,0,1,0,143,4,1,4,22,5
1766,ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0,0,0,2,3,121,0,0,1,20,1
1767,spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,0,4,0,1,0,162,3,0,0,30,1
1768,ham,"K, want us to come by now?",0,0,0,2,0,26,1,0,0,7,1
1769,ham,How. Its a little difficult but its a simple way to enter this place,0,0,0,1,0,68,0,0,0,14,1
1770,ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,0,0,0,7,2,123,1,0,0,29,1
1771,ham,Dont show yourself. How far. Put new pictures up on facebook.,0,0,0,0,0,61,0,0,0,11,1
1772,ham,Watching tv now. I got new job :),1,0,0,0,0,33,1,0,0,8,1
1773,ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",0,0,0,1,0,156,3,0,2,33,1
1774,ham,"I'm not coming over, do whatever you want",0,0,0,1,0,41,0,0,0,8,1
1775,ham,"Its ok chikku, and its my 1 of favourite song..:-)",1,1,0,1,1,50,0,0,0,10,1
1776,ham,Did u see what I posted on your Facebook?,0,0,0,1,0,41,1,0,0,9,1
1777,spam,Call FREEPHONE 0800 542 0578 now!,0,0,0,0,0,33,1,0,1,6,1
1778,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,0,2,1,3,0,154,1,0,0,28,1
1779,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0,0,0,8,1,151,2,0,0,30,1
1780,spam,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0,2,0,2,0,164,0,0,0,28,5
1781,spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,0,1,0,4,0,154,7,1,2,27,1
1782,ham,";-( oh well, c u later",0,1,0,4,0,22,0,0,0,6,1
1783,ham,My uncles in Atlanta. Wish you guys a great semester.,0,0,0,0,0,53,0,0,0,10,1
1784,ham,No dear i do have free messages without any recharge. Hi hi hi,0,0,0,5,0,62,0,0,0,13,1
1785,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0,0,0,4,1,159,6,0,0,32,1
1786,ham,I dun believe u. I thk u told him.,0,0,0,2,0,34,2,0,0,9,1
1787,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0,0,0,3,2,151,1,0,2,29,1
1788,ham,Yes:)sura in sun tv.:)lol.,2,0,0,0,0,26,0,0,0,4,1
1789,ham,Arun can u transfr me d amt,0,0,0,2,0,27,0,0,0,7,1
1790,ham,Takin a shower now but yeah I'll leave when I'm done,0,0,0,3,0,52,0,0,0,11,1
1791,ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0,0,0,3,1,100,0,0,0,22,1
1792,ham,U havenÂt lost me ill always b here 4u.i didnÂt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatÂs what itried2tell urmom.i careabout u,0,1,0,8,0,164,2,0,1,30,5
1793,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",0,1,1,3,0,132,2,0,2,25,1
1794,ham,You bad girl. I can still remember them,0,0,0,1,0,39,1,0,0,8,1
1795,ham,How much i gave to you. Morning.,0,0,0,0,0,32,0,0,0,7,1
1796,ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0,0,0,1,0,158,3,0,0,34,1
1797,ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",0,0,0,1,0,120,1,0,0,24,1
1798,ham,Can i get your opinion on something first?,0,0,0,0,0,42,0,0,0,8,1
1799,ham,That one week leave i put know that time. Why.,0,0,0,1,0,46,0,0,0,10,1
1800,ham,"If we hit it off, you can move in with me :)",1,0,0,1,0,44,0,0,0,12,1
1801,ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,0,0,0,1,0,123,2,0,3,23,1
1802,ham,I wanna watch that movie,0,0,0,1,0,24,1,0,0,5,1
1803,ham,Ok lor thanx... Ã in school?,0,0,0,1,1,29,0,0,0,6,5
1804,ham,I'm in class. Did you get my text.,0,0,0,1,0,34,0,0,0,8,1
1805,ham,The bus leaves at  &lt;#&gt;,0,0,0,0,0,28,0,0,3,6,1
1806,ham,God bless.get good sleep my dear...i will pray!,0,0,0,0,1,47,0,0,1,8,1
1807,spam,Todays Voda numbers ending 1225 are selected to receive a Â£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,0,0,0,3,0,155,0,1,0,26,5
1808,ham,Do have a nice day today. I love you so dearly.,0,0,0,1,0,47,1,0,0,11,1
1809,ham,Aiyo a bit pai seh Ã¼ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,0,0,0,3,4,115,0,0,0,24,5
1810,ham,"Aight, I'll ask a few of my roommates",0,0,0,2,0,37,0,0,0,8,1
1811,ham,"Now, whats your house # again ? And do you have any beer there ?",0,0,0,0,0,64,0,0,1,15,1
1812,ham,Do Ã¼ all wan 2 meet up n combine all the parts? How's da rest of da project going?,0,0,0,6,0,83,0,0,0,19,5
1813,ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,0,0,0,5,0,120,0,0,0,26,1
1814,ham,Yes we are chatting too.,0,0,0,1,0,24,0,0,0,5,1
1815,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0,0,0,4,0,89,23,0,0,23,1
1816,ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,0,0,0,2,2,67,1,0,0,12,1
1817,ham,Are you going to write ccna exam this week??,0,0,0,1,0,44,0,0,0,9,1
1818,ham,Well i will watch shrek in 3D!!B),0,0,0,1,0,33,1,0,2,7,1
1819,ham,Am i that much dirty fellow?,0,0,0,0,0,28,0,0,0,6,1
1820,ham,Dunno dat's wat he told me. Ok lor...,0,0,0,3,1,37,0,0,0,8,1
1821,ham,I'll probably be by tomorrow (or even later tonight if something's going on),0,0,0,1,0,76,0,0,0,13,1
1822,ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,0,0,0,3,0,150,5,0,0,36,1
1823,ham,If you're thinking of lifting me one then no.,0,0,0,1,0,45,0,0,0,9,1
1824,ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0,0,0,6,3,84,1,0,0,18,1
1825,ham,Sent me ur email id soon,0,0,0,2,0,24,0,0,0,6,1
1826,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,0,0,9,0,119,0,0,3,26,1
1827,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",0,0,0,3,0,332,0,0,3,65,1
1828,ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0,0,0,2,0,80,0,0,0,15,1
1829,ham,May i call You later Pls,0,0,0,1,0,24,0,0,0,6,1
1830,spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",0,0,0,4,0,151,1,0,3,28,1
1831,ham,That's the way you should stay oh.,0,0,0,1,0,34,0,0,0,7,1
1832,ham,Hello- thanx for taking that call. I got a job! Starts on monday!,0,1,0,1,0,65,1,0,2,13,1
1833,ham,What time is ur flight tmr?,0,0,0,2,0,27,0,0,0,6,1
1834,ham,When should I come over?,0,0,0,0,0,24,1,0,0,5,1
1835,ham,I have a rather prominent bite mark on my right cheek,0,0,0,1,0,53,1,0,0,11,1
1836,ham,* Will be september by then!,0,1,0,0,0,28,0,0,1,6,1
1837,ham,Are you wet right now?,0,0,0,0,0,22,0,0,0,5,1
1838,ham,And how's your husband.,0,0,0,0,0,23,0,0,0,4,1
1839,spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",0,0,0,3,0,161,2,1,0,30,1
1840,ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0,2,0,6,0,191,1,0,1,41,1
1841,ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,0,0,0,3,0,75,1,0,0,16,1
1842,ham,I am in your office na.,0,0,0,0,0,23,1,0,0,6,1
1843,ham,Are you comingdown later?,0,0,0,0,0,25,0,0,0,4,1
1844,ham,Super da:)good replacement for murali,1,0,0,1,0,37,0,0,0,5,1
1845,ham,Da is good good player.why he is unsold.,0,0,0,1,0,40,0,0,0,8,1
1846,ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,0,0,0,3,0,93,0,0,0,22,1
1847,ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,0,0,0,1,0,107,0,0,3,22,1
1848,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",0,5,0,0,0,158,4,1,1,22,1
1849,ham,I dont want to hear philosophy. Just say what happen,0,0,0,0,0,52,1,0,0,10,1
1850,ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,1,0,0,1,0,71,0,0,0,16,1
1851,ham,Then cant get da laptop? My matric card wif Ã¼ lei...,0,0,0,3,1,53,0,0,0,11,5
1852,ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,0,0,0,2,0,51,0,0,0,12,1
1853,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",0,2,0,4,0,153,2,1,1,30,1
1854,ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0,0,0,1,0,98,1,0,0,20,1
1855,ham,They did't play one day last year know even though they have very good team.. Like india.,0,0,0,1,1,89,0,0,0,17,1
1856,ham,K.:)you are the only girl waiting in reception ah?,1,0,0,0,0,50,0,0,0,9,1
1857,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,0,0,5,1,163,10,0,2,29,1
1858,ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,0,0,0,1,0,135,1,0,0,27,1
1859,ham,"Sir, i am waiting for your call.",0,0,0,0,0,32,0,0,0,7,1
1860,ham,What's up. Do you want me to come online?,0,0,0,0,0,41,0,0,0,9,1
1861,ham,"It could work, we'll reach a consensus at the next meeting",0,0,0,1,0,58,0,0,0,11,1
1862,ham,Aiyah then i wait lor. Then u entertain me. Hee...,0,0,0,1,1,50,0,0,0,10,1
1863,ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",0,0,0,5,0,790,2,0,0,162,1
1864,ham,I'll let you know when it kicks in,0,0,0,2,0,34,0,0,0,8,1
1865,ham,You call him now ok i said call him,0,0,0,1,0,35,0,0,0,9,1
